game_number,elo,depth,time,opponent_elo,last_game,outcome
0,100.0,1,0.17043363571166992,100.0,0.0,0.0
1,-50.0,1,0.13244783878326416,200.0,0.0,-1.0
2,200.0,1,0.14868518378999498,300.0,0.0,1.0
3,250.0,1,0.20363685392564343,400.0,0.0,0.0
4,300.0,1,0.1716820195663807,500.0,0.0,0.0
5,350.0,1,0.1975634823674741,600.0,0.0,0.0
6,342.85714285714283,1,0.17866936482881246,700.0,0.0,-1.0
7,450.0,1,0.23058952225579155,800.0,0.0,1.0
8,544.4444444444445,1,0.14351903256915866,900.0,0.0,1.0
9,550.0,1,0.16923207586461847,1000.0,0.0,-1.0
10,600.0,1,0.17320542335510253,1100.0,0.0,0.0
11,650.0,1,0.20960484743118285,1200.0,0.0,0.0
12,669.2307692307693,1,0.19146829181247288,1300.0,0.0,-1.0
13,750.0,1,0.18428872133556165,1400.0,0.0,1.0
14,800.0,1,0.18303027646294956,1500.0,0.0,0.0
15,850.0,1,0.16776185035705565,1600.0,0.0,0.0
16,876.4705882352941,1,0.19067926633925664,1700.0,0.0,-1.0
17,950.0,1,0.22731427465166365,1800.0,0.0,1.0
18,978.9473684210526,1,0.16442188349637119,1900.0,0.0,-1.0
19,1010.0,1,0.1596059931649102,2000.0,0.0,-1.0
20,1042.857142857143,1,0.1488699197769165,2100.0,0.0,-1.0
21,1113.6363636363637,1,0.18043718073103163,2200.0,0.0,1.0
22,1165.2173913043478,1,0.18925869708158533,2300.0,0.0,0.0
23,1233.3333333333333,1,0.182295975230989,2400.0,0.0,1.0
24,1284.0,1,0.16942898432413736,2500.0,0.0,0.0
25,1319.2307692307693,1,0.15960440635681153,2600.0,0.0,-1.0
26,1355.5555555555557,1,0.18726071944603553,2700.0,0.0,-1.0
27,1392.857142857143,1,0.14059756018898703,2800.0,0.0,-1.0
28,1444.8275862068965,1,0.1804930752721326,2900.0,0.0,0.0
29,1510.0,1,0.18180556451120683,3000.0,1.0,1.0
30,100.0,2,1.1237403790156046,100.0,0.0,0.0
31,150.0,2,1.2307333747545879,200.0,0.0,0.0
32,200.0,2,1.1179442970376265,300.0,0.0,0.0
33,350.0,2,1.2917184224204412,400.0,0.0,1.0
34,300.0,2,1.3675340602272434,500.0,0.0,-1.0
35,283.3333333333333,2,0.901114628348552,600.0,0.0,-1.0
36,400.0,2,1.0554812137897198,700.0,0.0,1.0
37,450.0,2,1.7790203669975544,800.0,0.0,0.0
38,455.55555555555554,2,2.1144380733884613,900.0,0.0,-1.0
39,550.0,2,1.0500885339883657,1000.0,0.0,1.0
40,600.0,2,1.062253560050059,1100.0,0.0,0.0
41,616.6666666666666,2,1.678140745162964,1200.0,0.0,-1.0
42,669.2307692307693,2,1.5932942004430861,1300.0,0.0,0.0
43,750.0,2,1.7257821559906006,1400.0,0.0,1.0
44,773.3333333333334,2,1.337040207602761,1500.0,0.0,-1.0
45,825.0,2,1.0486606394543367,1600.0,0.0,0.0
46,876.4705882352941,2,1.5695635806555035,1700.0,0.0,0.0
47,905.5555555555555,2,1.8365811543031172,1800.0,0.0,-1.0
48,978.9473684210526,2,0.8371585855881373,1900.0,0.0,1.0
49,1030.0,2,0.9798152494430542,2000.0,0.0,0.0
50,1100.0,2,0.9407574643894118,2100.0,0.0,1.0
51,1168.1818181818182,2,1.5037353396415711,2200.0,0.0,1.0
52,1217.391304347826,2,1.7907856778895601,2300.0,0.0,0.0
53,1250.0,2,1.5729794998963673,2400.0,0.0,-1.0
54,1300.0,2,1.5454949893449481,2500.0,0.0,0.0
55,1350.0,2,0.8485892191529274,2600.0,0.0,0.0
56,1414.8148148148148,2,1.4307508101830115,2700.0,0.0,1.0
57,1464.2857142857142,2,1.185335257778997,2800.0,0.0,0.0
58,1500.0,2,1.4499669500759669,2900.0,0.0,-1.0
59,1550.0,2,0.7930605384125107,3000.0,1.0,0.0
60,100.0,3,19.846721747943334,100.0,0.0,0.0
61,150.0,3,18.26073788713526,200.0,0.0,0.0
62,66.66666666666667,3,12.926796592198885,300.0,0.0,-1.0
63,250.0,3,36.33042688247485,400.0,0.0,1.0
64,300.0,3,19.57645418851272,500.0,0.0,0.0
65,283.3333333333333,3,15.883495875767299,600.0,0.0,-1.0
66,342.85714285714283,3,20.17994424964808,700.0,0.0,0.0
67,450.0,3,27.90328321312413,800.0,0.0,1.0
68,500.0,3,21.1237304348212,900.0,0.0,0.0
69,550.0,3,20.533585453033446,1000.0,0.0,0.0
70,563.6363636363636,3,19.565931628300593,1100.0,0.0,-1.0
71,616.6666666666666,3,20.094022002874635,1200.0,0.0,0.0
72,638.4615384615385,3,28.37924313545227,1300.0,0.0,-1.0
73,721.4285714285714,3,28.371976173841038,1400.0,0.0,1.0
74,773.3333333333334,3,7.492355576348961,1500.0,0.0,0.0
75,825.0,3,19.032624340826466,1600.0,0.0,0.0
76,900.0,3,26.73419679233006,1700.0,0.0,1.0
77,927.7777777777778,3,21.796739868215614,1800.0,0.0,-1.0
78,1000.0,3,37.4068609822181,1900.0,0.0,1.0
