game_number,elo,depth,time,opponent_elo,last_game,outcome
79,1050.0,3,16.01260137295985,2000.0,0.0,0.0
80,1080.952380952381,3,22.869464218616486,2100.0,0.0,-1.0
81,1131.8181818181818,3,11.372413363567619,2200.0,0.0,0.0
82,1182.608695652174,3,18.088392741243606,2300.0,0.0,0.0
83,1216.6666666666667,3,30.538335371017457,2400.0,0.0,-1.0
84,1252.0,3,34.92137010344143,2500.0,0.0,-1.0
85,1288.4615384615386,3,22.389075526169368,2600.0,0.0,-1.0
86,1340.7407407407406,3,20.862955848375957,2700.0,0.0,0.0
87,1378.5714285714287,3,29.761196934259853,2800.0,0.0,-1.0
88,1417.2413793103449,3,41.06345852216085,2900.0,0.0,-1.0
89,1483.3333333333333,3,22.771039491476014,3000.0,1.0,1.0
90,500.0,4,166.04265689168656,100.0,0.0,1.0
91,350.0,4,124.6838174521923,200.0,0.0,0.0
92,333.3333333333333,4,40.60515474937331,300.0,0.0,0.0
93,450.0,4,149.30188722610472,400.0,0.0,1.0
94,460.0,4,39.16600324986856,500.0,0.0,0.0
95,483.3333333333333,4,69.69632368020608,600.0,0.0,0.0
96,514.2857142857143,4,126.82927752534549,700.0,0.0,0.0
97,550.0,4,72.2191633533787,800.0,0.0,0.0
98,633.3333333333334,4,251.0803702648948,900.0,0.0,1.0
99,670.0,4,43.87250957886378,1000.0,0.0,0.0
100,709.0909090909091,4,56.24441092154559,1100.0,0.0,0.0
101,750.0,4,81.60708962168012,1200.0,0.0,0.0
102,792.3076923076923,4,113.56595004373982,1300.0,0.0,0.0
103,835.7142857142857,4,64.0121273358663,1400.0,0.0,0.0
104,880.0,4,61.30848906131891,1500.0,0.0,0.0
105,925.0,4,74.21244905591011,1600.0,0.0,0.0
106,970.5882352941177,4,49.21281586022213,1700.0,0.0,0.0
107,1016.6666666666666,4,104.3027765239988,1800.0,0.0,0.0
108,1063.157894736842,4,44.24401562067927,1900.0,0.0,0.0
109,1110.0,4,56.19818819287312,2000.0,0.0,0.0
110,1157.142857142857,4,101.79654446366715,2100.0,0.0,0.0
111,1204.5454545454545,4,125.27756323370822,2200.0,0.0,0.0
112,1252.1739130434783,4,51.667880352260994,2300.0,0.0,0.0
113,1300.0,4,54.45295550833623,2400.0,0.0,0.0
114,1348.0,4,86.2486141572396,2500.0,0.0,0.0
115,1396.1538461538462,4,86.7624770037982,2600.0,0.0,0.0
116,1444.4444444444443,4,73.9730237200019,2700.0,0.0,0.0
117,1507.142857142857,4,141.38779716264634,2800.0,0.0,1.0
118,1555.1724137931035,4,140.90002198219298,2900.0,0.0,0.0
119,1616.6666666666667,4,191.03775595294104,3000.0,1.0,1.0
